DateUTC,TimeUTC,SUM_of_MNOZSTVO,Temperature_F,Dew_Point_F,Humidity,Pressure_In,Wind_Speed_MPH
2014-09-16,0,91029.188802,60,56,84,30.08,6.7
2014-09-16,30,89255.782228,60.8,57.2,88,30.06,4.6
2014-09-16,390,129720.00481,59,56,86,30.09,Calm
2014-09-16,420,139341.03667,59,57.2,94,30.09,1.2
2014-09-16,780,158850.94886,68,57,60,30.12,4.5
2014-09-16,810,155321.01078,68,57.2,68,30.12,3.5
2014-09-16,1170,129552.95882,68,57,58,30.09,2.2
2014-09-16,1200,126775.62363,68,57.2,68,30.09,1.2
2014-09-17,0,99773.864659,55,53,90,30.12,4.5
2014-09-17,30,98955.867652,55.4,53.6,94,30.09,2.3
2014-09-17,390,131684.08774,52,51,95,30.12,4.5
2014-09-17,420,137890.76519,53.6,51.8,94,30.09,3.5
2014-09-17,780,155725.69486,69,56,54,30.12,6.7
2014-09-17,810,152757.95062,69.8,55.4,60,30.12,5.8
2014-09-17,1170,130111.19846,71,54,44,30.06,6.7
2014-09-17,1200,128026.55871,71.6,53.6,53,30.06,6.9
2014-09-18,0,100620.25195,54,51,86,30.11,4.5
2014-09-18,30,99089.638907,53.6,50,88,30.09,4.6
2014-09-18,390,131405.33836,51,49,92,30.12,6.7
2014-09-18,420,137090.76001,53.6,51.8,94,30.09,3.5
2014-09-18,780,153351.89671,68,54,51,30.11,11.2
2014-09-18,810,149396.76632,69.8,53.6,56,30.09,11.5
2014-09-18,1170,128560.59186,70,53,44,30.07,13.4
2014-09-18,1200,125521.26743,69.8,51.8,53,30.06,11.5
2014-09-19,0,99333.300699,56,51,78,30.08,6.7
2014-09-19,30,96807.918964,55.4,51.8,88,30.06,6.9
2014-09-19,390,126973.1791,54,51,85,30.07,6.7
2014-09-19,420,133543.37694,55.4,51.8,88,30.06,5.8
2014-09-19,780,151797.32039,66,56,61,30.07,11.2
2014-09-19,810,147753.23386,68,55.4,64,30.06,10.4
2014-09-19,1170,126592.84744,71,58,53,30.02,8.9
2014-09-19,1200,124097.64144,69.8,59,68,30.04,5.8
2014-09-20,0,94332.992688,59,54,78,30.01,4.5
2014-09-20,30,92499.734689,59,53.6,82,30.01,4.6
2014-09-20,390,96618.19883,59,55,84,30,2.2
2014-09-20,420,99007.48197,59,55.4,88,30.01,3.5
2014-09-20,780,116185.43289,73,58,51,29.98,2.2
2014-09-20,810,114381.57652,73.4,59,61,29.98,Calm
2014-09-20,1170,111337.97812,77,58,43,29.91,4.5
2014-09-20,1200,108928.89832,75.2,59,57,29.92,3.5
2014-09-21,0,89530.828455,63,58,78,29.94,4.5
2014-09-21,30,87166.109924,62.6,59,88,29.92,4.6
2014-09-21,390,93083.409604,63,59,82,29.93,2.2
2014-09-21,420,94883.764919,64.4,59,83,29.92,3.5
2014-09-21,780,110756.40259,74,60,51,29.91,8.9
2014-09-21,810,109018.57879,73.4,57.2,57,29.92,10.4
2014-09-21,1170,107977.6264,69,58,60,29.85,8.9
2014-09-21,1200,106605.1227,71.6,57.2,60,29.83,5.8
2014-09-22,0,76793.578973,64,54,63,29.81,6.7
2014-09-22,30,75332.00506,64.4,55.4,73,29.8,5.8
2014-09-22,390,128447.89607,56,51,77,29.86,15.7
2014-09-22,420,135476.98829,57.2,50,77,29.86,15.0
2014-09-22,780,151027.10796,61,47,50,29.89,13.4
2014-09-22,810,148583.52549,60.8,44.6,55,29.89,18.4
2014-09-22,1170,126369.55448,59,43,45,29.87,13.4
2014-09-22,1200,122966.1786,59,44.6,59,29.86,13.8
2014-09-23,0,97427.289074,50,43,68,29.95,13.4
2014-09-23,30,96661.555895,50,42.8,76,29.95,16.1
2014-09-23,390,133909.01944,50,43,70,29.96,11.2
2014-09-23,420,143166.75743,50,44.6,82,29.95,6.9
2014-09-23,780,155101.54656,57,43,48,30.04,20.1
2014-09-23,810,152207.92245,57.2,42.8,59,30.04,20.7
2014-09-23,1170,128086.7898,59,42,43,30.05,17.9
2014-09-23,1200,125311.38662,59,39.2,48,30.04,18.4
2014-09-24,0,101188.00087,45,38,67,30.16,2.2
2014-09-24,30,99215.941481,44.6,39.2,81,30.12,3.5
2014-09-24,390,136302.31126,40,37,83,30.14,2.2
2014-09-24,420,141852.99623,42.8,39.2,87,30.12,Calm
2014-09-24,780,153612.24522,58,43,46,30.1,11.2
2014-09-24,810,151063.78499,60.8,42.8,52,30.06,9.2
2014-09-24,1170,131161.71408,62,47,47,29.99,11.2
2014-09-24,1200,127881.84658,62.6,46.4,55,29.98,12.7
2014-09-25,0,100994.21684,49,44,78,29.97,6.7
2014-09-25,30,98610.145818,48.2,44.6,87,29.95,3.5
2014-09-25,390,136102.94224,47,45,88,29.99,2.2
2014-09-25,420,142441.12652,48.2,46.4,93,29.98,4.6
2014-09-25,780,157045.68879,60,50,61,30.05,8.9
2014-09-25,810,152262.75089,60.8,50,68,30.04,9.2
2014-09-25,1170,127824.56397,60,49,58,30.05,11.2
2014-09-25,1200,124936.93367,60.8,48.2,63,30.04,9.2
2014-09-26,0,97435.403233,54,49,76,30.15,4.5
2014-09-26,30,96894.102298,53.6,48.2,82,30.12,8.1
2014-09-26,390,131214.52865,54,49,77,30.16,6.7
2014-09-26,420,138128.46772,53.6,48.2,82,30.15,8.1
2014-09-26,780,153236.94327,57,49,67,30.19,11.2
2014-09-26,810,147399.57364,57.2,48.2,72,30.18,9.2
2014-09-26,1170,122169.11839,59,51,67,30.15,11.2
2014-09-26,1200,121076.2445,59,51.8,77,30.15,10.4
2014-09-27,0,92501.653725,57,52,79,30.23,4.5
2014-09-27,30,90047.980677,57.2,51.8,82,30.21,6.9
2014-09-27,390,95631.494964,57,54,86,30.26,6.7
2014-09-27,420,96891.562809,57.2,53.6,88,30.24,6.9
2014-09-27,780,107303.37799,62,55,73,30.33,4.5
2014-09-27,810,105052.38797,62.6,55.4,77,30.33,8.1
2014-09-27,1170,103357.67884,64,55,64,30.32,6.7
2014-09-27,1200,102284.76183,64.4,53.6,68,30.33,5.8
2014-09-28,0,86369.20131,54,51,86,30.4,2.2
2014-09-28,30,84893.034513,50,48.2,94,30.39,2.3
2014-09-28,390,91121.581123,44,43,93,30.42,2.2
2014-09-28,420,91580.050716,44.6,42.8,93,30.39,Calm
2014-09-28,780,101549.39924,67,47,38,30.4,4.5
2014-09-28,810,99900.351055,68,50,52,30.39,2.3
2014-09-28,1170,92345.853109,68,49,39,30.36,4.5
2014-09-28,1200,90497.558838,66.2,48.2,52,30.36,5.8
2014-09-29,0,74008.477121,49,46,83,30.39,6.7
2014-09-29,30,73028.358961,48.2,44.6,87,30.36,4.6
2014-09-29,390,130877.09744,46,44,91,30.38,8.9
2014-09-29,420,137959.44824,48.2,44.6,87,30.36,Calm
2014-09-29,780,153520.8074,66,54,55,30.38,4.5
2014-09-29,810,150670.78393,68,53.6,60,30.36,5.8
2014-09-29,1170,128288.78087,69,52,45,30.3,8.9
2014-09-29,1200,126141.53257,68,51.8,56,30.3,4.6
2014-09-30,0,97532.651532,53,50,84,30.3,6.7
2014-09-30,30,95852.403753,51.8,48.2,88,30.27,4.6
2014-09-30,390,133150.53427,49,46,87,30.32,2.2
2014-09-30,420,139980.4435,48.2,46.4,93,30.3,Calm
2014-09-30,780,151125.6403,67,53,50,30.3,4.5
2014-09-30,810,148644.79583,68,51.8,56,30.3,1.2
2014-09-30,1170,127732.45439,65,56,66,30.27,4.5
2014-09-30,1200,125587.656,64.4,55.4,73,30.27,3.5
2014-10-01,0,98510.36499,58,55,85,30.27,2.2
2014-10-01,30,95846.987185,57.2,53.6,88,30.27,Calm
2014-10-01,390,133985.98474,57,54,87,30.27,2.2
2014-10-01,420,143897.26571,48.2,46.4,93,30.3,Calm
2014-10-01,780,156628.80668,65,57,68,30.29,2.2
2014-10-01,810,152105.55385,66.2,57.2,73,30.27,1.2
2014-10-01,1170,129497.47373,65,59,76,30.27,2.2
2014-10-01,1200,126510.45783,64.4,59,83,30.27,Calm
2014-10-02,0,99152.287695,58,56,93,30.31,Calm
2014-10-02,30,96155.684218,59,57.2,94,30.3,Calm
2014-10-02,390,134434.3766,59,56,85,30.31,4.5
2014-10-02,420,144332.34226,59,55.4,88,30.3,6.9
2014-10-02,780,153803.53888,64,55,66,30.34,8.9
2014-10-02,810,149129.25047,64.4,55.4,73,30.33,6.9
2014-10-02,1170,128402.411,65,54,60,30.31,11.2
2014-10-02,1200,125798.29823,64.4,53.6,68,30.3,5.8
2014-10-03,0,98898.279814,54,50,80,30.33,4.5
2014-10-03,30,96834.752233,53.6,50,88,30.3,4.6
2014-10-03,390,133398.39779,53,51,88,30.32,2.2
2014-10-03,420,140760.65451,55.4,50,82,30.3,3.5
2014-10-03,780,149355.52461,66,51,47,30.3,2.2
2014-10-03,810,145013.39499,64.4,50,59,30.3,2.3
2014-10-03,1170,124739.0179,64,51,53,30.25,6.7
2014-10-03,1200,122275.42235,62.6,50,63,30.24,8.1
2014-10-04,0,90279.700991,53,49,80,30.25,2.2
2014-10-04,30,88589.828401,53.6,48.2,82,30.24,1.2
2014-10-04,390,96845.694327,54,51,87,30.22,4.5
2014-10-04,420,98506.557099,53.6,51.8,94,30.21,2.3
2014-10-04,780,106962.96689,57,53,83,30.22,4.5
2014-10-04,810,104550.66317,57.2,53.6,88,30.21,4.6
2014-10-04,1170,104762.22414,59,51,67,30.17,8.9
2014-10-04,1200,103486.98383,59,51.8,77,30.15,6.9
2014-10-05,0,84513.086888,53,50,87,30.16,2.2
2014-10-05,30,84436.964426,53.6,51.8,94,30.12,2.3
2014-10-05,390,91915.412509,51,50,93,30.14,4.5
2014-10-05,420,93112.411479,50,48.2,94,30.12,3.5
2014-10-05,780,102026.47776,59,53,73,30.15,8.9
2014-10-05,810,100288.38554,59,51.8,77,30.12,8.1
2014-10-05,1170,93031.295474,62,49,52,30.11,8.9
2014-10-05,1200,91324.002137,60.8,48.2,63,30.09,5.8
2014-10-06,0,75392.928359,47,44,86,30.15,6.7
2014-10-06,30,74239.00121,46.4,44.6,93,30.12,3.5
2014-10-06,390,134947.22717,49,47,90,30.13,6.7
2014-10-06,420,144211.80516,50,46.4,87,30.09,4.6
2014-10-06,780,156473.04763,63,45,41,30.1,15.7
2014-10-06,810,151767.73411,62.6,44.6,52,30.09,13.8
2014-10-06,1170,129684.47607,62,46,46,30.04,13.4
2014-10-06,1200,127718.91705,62.6,46.4,55,30.04,11.5
2014-10-07,0,98611.320065,53,46,71,30.06,8.9
2014-10-07,30,96910.73917,51.8,46.4,82,30.04,8.1
2014-10-07,390,136821.80643,47,44,87,30.07,4.5
2014-10-07,420,144176.9728,48.2,44.6,87,30.06,4.6
2014-10-07,780,156748.92625,59,50,63,30.07,15.7
2014-10-07,810,154805.54264,60.8,50,68,30.04,16.1
2014-10-07,1170,129472.9316,61,51,62,30.03,11.2
2014-10-07,1200,126209.59884,60.8,51.8,72,30.04,11.5
2014-10-08,0,98517.301421,54,51,85,30.07,4.5
2014-10-08,30,97868.341977,53.6,51.8,94,30.04,6.9
2014-10-08,390,136354.85654,54,51,85,30.07,8.9
2014-10-08,420,143978.67435,53.6,51.8,94,30.06,11.5
2014-10-08,780,157679.90814,60,54,74,30.1,8.9
2014-10-08,810,152859.67993,60.8,53.6,77,30.06,9.2
2014-10-08,1170,129263.6451,63,54,64,30.01,15.7
2014-10-08,1200,127210.20468,62.6,53.6,72,30.01,11.5
2014-10-09,0,100590.94564,55,53,89,30,6.7
2014-10-09,30,98557.201375,55.4,51.8,88,29.98,5.8
2014-10-09,390,136866.58255,55,53,92,29.99,6.7
2014-10-09,420,144133.05162,55.4,53.6,94,29.98,10.4
2014-10-09,780,154915.48325,68,56,57,29.99,13.4
2014-10-09,810,151866.18508,69.8,57.2,64,29.98,13.8
2014-10-09,1170,131013.58854,72,58,52,29.94,8.9
2014-10-09,1200,128916.28894,69.8,57.2,64,29.95,8.1
2014-10-10,0,100253.32785,57,54,84,29.96,8.9
2014-10-10,30,98404.599531,57.2,53.6,88,29.95,8.1
2014-10-10,390,133919.7206,55,52,86,30,8.9
2014-10-10,420,139615.27263,55.4,51.8,88,30.01,5.8
2014-10-10,780,151180.06952,67,56,59,30.06,6.7
2014-10-10,810,147605.85838,68,55.4,64,30.06,8.1
2014-10-10,1170,125998.46539,71,57,52,30.04,6.7
2014-10-10,1200,123799.46408,69.8,57.2,64,30.04,5.8
2014-10-11,0,93365.871377,61,55,75,30.03,8.9
2014-10-11,30,90139.722602,59,55.4,88,30.01,5.8
2014-10-11,390,97944.008837,57,54,87,29.99,8.9
2014-10-11,420,98291.153114,57.2,53.6,88,29.98,8.1
2014-10-11,780,110627.92901,69,58,60,29.96,6.7
2014-10-11,810,109322.50033,69.8,57.2,64,29.95,6.9
2014-10-11,1170,105086.33055,73,57,48,29.93,2.2
2014-10-11,1200,102858.04206,71.6,59,64,29.95,Calm
2014-10-12,0,85868.628129,59,55,82,30,6.7
2014-10-12,30,84159.197355,59,55.4,88,29.98,10.4
2014-10-12,390,92627.411659,55,53,90,30.02,Calm
2014-10-12,420,93078.355875,55.4,51.8,88,30.01,1.2
2014-10-12,780,106140.44941,70,56,53,30.02,2.2
2014-10-12,810,105673.9848,71.6,59,64,30.01,1.2
2014-10-12,1170,106468.00426,72,58,53,29.96,4.5
2014-10-12,1200,104748.88684,69.8,59,68,29.98,3.5
2014-10-13,0,75956.185865,57,55,92,29.94,8.9
2014-10-13,30,75232.192342,57.2,55.4,94,29.92,5.8
2014-10-13,390,133495.57934,56,55,94,29.9,6.7
2014-10-13,420,140958.75011,57.2,55.4,94,29.89,8.1
2014-10-13,780,158048.25856,65,58,73,29.9,4.5
2014-10-13,810,154426.529,64.4,59,83,29.89,5.8
2014-10-13,1170,130954.34225,71,58,55,29.83,2.2
2014-10-13,1200,127499.0329,68,59,73,29.83,1.2
2014-10-14,0,99278.689508,56,54,90,29.78,Calm
2014-10-14,30,98491.740747,55.4,53.6,94,29.74,2.3
2014-10-14,390,137636.41983,56,53,86,29.79,4.5
2014-10-14,420,144138.69654,57.2,53.6,88,29.8,4.6
2014-10-14,780,154871.34632,69,56,53,29.88,15.7
2014-10-14,810,152223.02876,68,55.4,64,29.86,16.1
2014-10-14,1170,131218.39483,69,52,45,29.86,6.7
2014-10-14,1200,128188.67017,66.2,53.6,64,29.86,4.6
2014-10-15,0,99709.370599,52,49,85,29.88,2.2
2014-10-15,30,98789.04409,51.8,48.2,88,29.86,4.6
2014-10-15,390,135498.85803,53,50,86,29.82,6.7
2014-10-15,420,143793.78993,53.6,50,88,29.8,6.9
2014-10-15,780,160919.68155,60,54,73,29.81,4.5
2014-10-15,810,157362.1917,60.8,53.6,77,29.8,3.5
2014-10-15,1170,131763.03715,60,55,77,29.78,4.5
2014-10-15,1200,128394.3089,60.8,55.4,82,29.77,4.6
2014-10-16,0,100749.97319,51,50,93,29.82,4.5
2014-10-16,30,98286.056988,50,48.2,94,29.8,3.5
2014-10-16,390,138092.93037,52,50,91,29.83,2.2
2014-10-16,420,145861.09604,51.8,50,94,29.83,1.2
2014-10-16,780,157816.06232,65,55,62,29.85,6.7
2014-10-16,810,154491.24468,68,53.6,60,29.83,6.9
2014-10-16,1170,131330.20255,69,53,46,29.83,4.5
2014-10-16,1200,127130.40527,68,51.8,56,29.83,2.3
2014-10-17,0,100652.92612,58,55,87,29.86,4.5
2014-10-17,30,98922.192405,60.8,55.4,82,29.86,2.3
2014-10-17,390,133627.96735,59,54,79,29.84,4.5
2014-10-17,420,139718.09657,59,53.6,82,29.83,2.3
2014-10-17,780,149769.55761,57,54,88,29.89,6.7
2014-10-17,810,146422.76614,57.2,55.4,94,29.86,3.5
2014-10-17,1170,117169.03423,59,54,77,30.01,11.2
2014-10-17,1200,114546.11379,59,53.6,82,30.01,12.7
2014-10-18,0,89071.378888,57,53,80,30.17,11.2
2014-10-18,30,88278.887264,57.2,53.6,88,30.15,15.0
2014-10-18,390,98032.541795,57,51,75,30.21,2.2
2014-10-18,420,98077.682536,53.6,50,88,30.21,2.3
2014-10-18,780,108745.42243,65,51,49,30.3,2.2
2014-10-18,810,107356.38771,66.2,50,56,30.3,3.5
2014-10-18,1170,104785.83885,66,52,50,30.29,2.2
2014-10-18,1200,102941.07016,64.4,51.8,64,30.3,3.5
2014-10-19,0,86176.288605,52,50,90,30.34,4.5
2014-10-19,30,84939.35159,51.8,48.2,88,30.33,2.3
2014-10-19,390,95319.811178,48,46,90,30.31,4.5
2014-10-19,420,95814.158111,48.2,46.4,93,30.27,5.8
2014-10-19,780,104964.73057,65,53,55,30.27,8.9
2014-10-19,810,103017.0862,66.2,51.8,60,30.24,11.5
2014-10-19,1170,93790.843171,67,53,51,30.18,6.7
2014-10-19,1200,91368.365871,66.2,53.6,64,30.18,5.8
2014-10-20,0,75375.07589,49,47,91,30.14,2.2
2014-10-20,30,75073.683729,50,48.2,94,30.12,Calm
2014-10-20,390,131866.8352,48,46,92,30.11,Calm
2014-10-20,420,140776.76101,48.2,46.4,93,30.09,Calm
2014-10-20,780,155531.05261,63,56,70,30.08,4.5
2014-10-20,810,151070.25574,66.2,55.4,68,30.06,2.3
2014-10-20,1170,130599.87647,69,54,49,30,6.7
2014-10-20,1200,127352.98543,68,55.4,64,30.01,3.5
2014-10-21,0,100141.25631,59,57,92,29.95,4.5
2014-10-21,30,98502.146563,59,57.2,94,29.95,3.5
2014-10-21,390,138336.3555,57,53,83,29.91,6.7
2014-10-21,420,147841.37608,57.2,53.6,88,29.89,3.5
2014-10-21,780,154430.7171,63,51,57,29.91,8.9
2014-10-21,810,152265.64052,62.6,51.8,68,29.89,9.2
2014-10-21,1170,131950.91152,63,50,54,29.81,6.7
2014-10-21,1200,126864.21026,62.6,51.8,68,29.8,4.6
2014-10-22,0,99960.004893,51,47,83,29.68,24.6
2014-10-22,30,97884.833814,51.8,46.4,82,29.65,23.0
2014-10-22,390,138547.00212,49,41,66,29.72,13.4
2014-10-22,420,148205.09947,48.2,41,76,29.71,16.1
2014-10-22,780,165724.83541,49,39,58,29.74,11.2
2014-10-22,810,162643.12309,48.2,39.2,71,29.71,11.5
2014-10-22,1170,132062.71361,47,41,71,29.73,15.7
2014-10-22,1200,128494.92923,46.4,39.2,76,29.71,16.1
2014-10-23,0,99496.390992,44,40,82,29.74,15.7
2014-10-23,30,99174.50758,44.6,41,87,29.71,12.7
2014-10-23,390,139450.50427,46,41,77,29.75,8.9
2014-10-23,420,148294.28606,44.6,41,87,29.74,4.6
2014-10-23,780,160204.36396,51,44,68,29.83,13.4
2014-10-23,810,159365.80492,51.8,44.6,76,29.8,12.7
2014-10-23,1170,131970.37002,48,42,73,29.89,13.4
2014-10-23,1200,129097.75991,48.2,41,76,29.89,16.1
2014-10-24,0,101337.38862,44,37,69,30.02,17.9
2014-10-24,30,99601.258789,42.8,37.4,81,30.01,9.2
2014-10-24,390,139537.39869,42,37,77,30.05,11.2
2014-10-24,420,147176.3915,42.8,37.4,81,30.04,11.5
2014-10-24,780,153758.10991,48,39,61,30.11,11.2
2014-10-24,810,148315.10807,50,39.2,66,30.09,11.5
2014-10-24,1170,118908.61271,50,38,54,30.12,8.9
2014-10-24,1200,116662.62063,50,39.2,66,30.09,6.9
2014-10-25,0,92037.455596,44,42,92,30.24,2.2
2014-10-25,30,90829.841776,42.8,41,93,30.21,2.3
2014-10-25,390,102491.45801,44,42,91,30.24,2.2
2014-10-25,420,103461.5794,44.6,42.8,93,30.21,3.5
2014-10-25,780,110856.36883,46,43,84,30.3,4.5
2014-10-25,810,109383.85403,46.4,42.8,87,30.27,6.9
2014-10-25,1170,108743.22852,46,42,81,30.29,4.5
2014-10-25,1200,106513.71207,46.4,42.8,87,30.27,4.6
2014-10-26,0,88382.077461,44,41,84,30.36,2.2
2014-10-26,30,86534.250239,44.6,41,87,30.33,1.2
2014-10-26,390,91541.228243,44,40,82,30.4,2.2
2014-10-26,420,95320.75662,42.8,41,93,30.36,Calm
2014-10-26,780,104638.66322,51,41,58,30.44,2.2
2014-10-26,810,104124.67098,51.8,41,67,30.42,1.2
2014-10-26,1170,99287.236259,51,41,60,30.43,Calm
2014-10-26,1200,97838.744242,50,41,71,30.42,Calm
2014-10-27,0,80784.659203,40,39,95,30.49,4.5
2014-10-27,30,79611.953619,41,39.2,93,30.48,3.5
2014-10-27,390,136619.70337,42,40,92,30.48,4.5
2014-10-27,420,147878.80998,41,39.2,93,30.45,5.8
2014-10-27,780,168797.51321,43,41,90,30.52,4.5
2014-10-27,810,165128.86059,44.6,41,87,30.48,5.8
2014-10-27,1170,134775.88719,44,39,76,30.46,2.2
2014-10-27,1200,131060.10051,44.6,39.2,81,30.42,3.5
2014-10-28,0,103255.18215,33,32,92,30.43,2.2
2014-10-28,30,102494.68817,33.8,32,93,30.39,1.2
2014-10-28,390,145282.13889,35,34,93,30.41,2.2
2014-10-28,420,154445.34535,35.6,33.8,93,30.36,2.3
2014-10-28,780,165630.25975,39,38,92,30.4,6.7
2014-10-28,810,162013.26015,39.2,37.4,93,30.36,5.8
2014-10-28,1170,136299.92871,40,37,86,30.32,4.5
2014-10-28,1200,133126.05904,39.2,37.4,93,30.27,3.5
2014-10-29,0,101748.96993,36,35,92,30.25,4.5
2014-10-29,30,99758.784185,35.6,35.6,100,30.21,4.6
2014-10-29,390,139994.93276,36,35,93,30.23,4.5
2014-10-29,420,149329.93097,35.6,33.8,93,30.18,4.6
2014-10-29,780,160617.97967,40,39,93,30.25,2.2
2014-10-29,810,156963.10546,41,41,100,30.21,4.6
2014-10-29,1170,128854.42503,47,39,65,30.19,4.5
2014-10-29,1200,126285.99615,46.4,39.2,76,30.15,3.5
2014-10-30,0,100972.92068,41,38,85,30.25,4.5
2014-10-30,30,99076.942335,41,39.2,93,30.21,3.5
2014-10-30,390,138915.73589,40,37,86,30.28,6.7
2014-10-30,420,147136.7357,41,37.4,87,30.27,4.6
2014-10-30,780,154008.6346,48,39,61,30.32,2.2
2014-10-30,810,152152.27914,50,39.2,66,30.3,2.3
2014-10-30,1170,131234.87269,49,41,64,30.31,4.5
2014-10-30,1200,129571.77801,46.4,39.2,76,30.3,3.5
2014-10-31,0,105365.00955,36,33,87,30.38,2.2
2014-10-31,30,103362.06603,37.4,33.8,87,30.33,2.3
2014-10-31,390,140183.64492,35,33,90,30.37,2.2
2014-10-31,420,146856.166,33.8,32,93,30.33,Calm
2014-10-31,780,149356.88558,52,39,49,30.38,Calm
2014-10-31,810,143869.8908,51.8,39.2,62,30.36,3.5
2014-10-31,1170,117632.81229,51,41,59,30.35,4.5
2014-10-31,1200,114863.89382,50,41,71,30.33,5.8
2014-11-01,0,81429.484091,40,38,89,30.36,2.2
2014-11-01,30,80428.655264,39.2,39.2,100,30.33,2.3
2014-11-01,390,86233.95374,36,35,94,30.36,2.2
2014-11-01,420,87598.62183,37.4,35.6,93,30.33,2.3
2014-11-01,780,94317.81978,39,38,95,30.38,4.5
2014-11-01,810,94417.35821,39.2,39.2,100,30.33,2.3
2014-11-01,1170,92780.884387,41,39,92,30.32,4.5
2014-11-01,1200,91320.166091,41,39.2,93,30.3,3.5
2014-11-02,0,75027.610076,42,40,92,30.3,6.7
2014-11-02,30,74386.166627,41,41,100,30.27,8.1
2014-11-02,390,81593.236349,40,39,96,30.27,6.7
2014-11-02,420,82917.175442,41,39.2,93,30.24,6.9
2014-11-02,780,90086.861768,43,42,93,30.27,6.7
2014-11-02,810,90189.206625,44.6,42.8,93,30.24,6.9
2014-11-02,1170,95008.231351,50,44,73,30.2,6.7
2014-11-02,1200,93475.133528,46.4,42.8,87,30.18,5.8
2014-11-03,0,80720.910098,43,41,90,30.18,8.9
2014-11-03,30,80631.760911,42.8,41,93,30.15,9.2
2014-11-03,390,137021.33013,39,38,93,30.14,4.5
2014-11-03,420,146613.55368,39.2,37.4,93,30.09,10.4
2014-11-03,780,163945.41901,47,41,73,30.1,15.7
2014-11-03,810,159382.7999,48.2,41,76,30.06,13.8
2014-11-03,1170,132490.5427,48,42,73,29.97,13.4
2014-11-03,1200,130286.76088,46.4,41,81,29.95,12.7
2014-11-04,0,102373.14949,42,40,89,29.86,6.7
2014-11-04,30,99963.724621,42.8,39.2,87,29.83,8.1
2014-11-04,390,138967.96699,42,40,89,29.78,8.9
2014-11-04,420,145274.40021,41,39.2,93,29.74,9.2
2014-11-04,780,154345.07459,61,48,52,29.72,17.9
2014-11-04,810,150924.02544,62.6,48.2,59,29.71,23.0
2014-11-04,1170,130656.52194,61,46,48,29.71,20.1
2014-11-04,1200,128580.48941,60.8,48.2,63,29.71,20.7
2014-11-05,0,102987.97593,56,44,54,29.71,17.9
2014-11-05,30,100240.90283,55.4,44.6,67,29.68,18.4
2014-11-05,390,136512.10205,55,44,58,29.7,13.4
2014-11-05,420,143030.21778,55.4,44.6,67,29.68,6.9
2014-11-05,780,154718.58088,65,46,39,29.73,17.9
2014-11-05,810,153674.53163,64.4,46.4,52,29.71,20.7
2014-11-05,1170,131224.90377,62,49,51,29.72,11.2
2014-11-05,1200,129531.3793,62.6,48.2,59,29.71,9.2
2014-11-06,0,100259.02011,52,47,79,29.8,4.5
2014-11-06,30,98846.050989,53.6,48.2,82,29.8,6.9
2014-11-06,390,136010.96476,53,47,75,29.83,6.7
2014-11-06,420,143685.9854,51.8,48.2,88,29.83,4.6
2014-11-06,780,157227.36856,58,51,71,29.93,4.5
2014-11-06,810,153787.30865,57.2,51.8,82,29.92,3.5
2014-11-06,1170,130123.79004,57,52,77,29.94,6.7
2014-11-06,1200,126935.51298,55.4,51.8,88,29.92,6.9
2014-11-07,0,100412.05966,52,49,84,29.95,8.9
2014-11-07,30,98849.95521,51.8,48.2,88,29.92,5.8
2014-11-07,390,136191.61586,53,49,81,29.89,6.7
2014-11-07,420,144468.42456,53.6,48.2,82,29.89,5.8
2014-11-07,780,159613.6134,57,54,84,29.87,6.7
2014-11-07,810,155796.43207,59,53.6,82,29.86,5.8
2014-11-07,1170,128272.7688,58,55,85,29.84,4.5
2014-11-07,1200,125481.07399,57.2,53.6,88,29.83,4.6
2014-11-08,0,104248.22737,51,47,80,29.92,11.2
2014-11-08,30,102763.55565,51.8,46.4,82,29.92,11.5
2014-11-08,390,106221.77338,50,45,77,29.99,8.9
2014-11-08,420,106119.93363,50,44.6,82,29.98,6.9
2014-11-08,780,111907.13777,53,45,65,30.06,6.7
2014-11-08,810,109962.37257,53.6,44.6,72,30.04,8.1
2014-11-08,1170,108715.83137,52,46,72,30.04,4.5
2014-11-08,1200,107791.72282,51.8,46.4,82,30.04,1.2
2014-11-09,0,88571.579135,47,46,92,29.98,Calm
2014-11-09,30,86848.894172,48.2,46.4,93,29.95,1.2
2014-11-09,390,95186.079206,44,43,94,29.97,4.5
2014-11-09,420,96413.201415,44.6,42.8,93,29.95,3.5
2014-11-09,780,103581.37619,54,50,81,29.98,8.9
2014-11-09,810,100939.79683,55.4,50,82,29.95,8.1
2014-11-09,1170,96646.148135,56,50,73,29.96,8.9
2014-11-09,1200,93427.222033,55.4,50,82,29.95,6.9
2014-11-10,0,81291.069462,52,49,85,30.01,8.9
2014-11-10,30,82292.316774,51.8,48.2,88,30.01,6.9
2014-11-10,390,136799.56149,52,49,87,30.01,6.7
2014-11-10,420,145030.26605,51.8,50,94,29.98,6.9
2014-11-10,780,156494.95231,57,52,78,30.01,13.4
2014-11-10,810,150707.93185,59,53.6,82,29.98,13.8
2014-11-10,1170,131261.04736,58,52,73,29.98,8.9
2014-11-10,1200,129047.7786,55.4,51.8,88,29.98,10.4
2014-11-11,0,100024.73987,49,47,92,30.03,6.7
2014-11-11,30,99247.683598,48.2,46.4,93,30.01,8.1
2014-11-11,390,137517.02842,48,47,93,30.01,6.7
2014-11-11,420,144298.02171,48.2,46.4,93,30.01,8.1
