DATUM,CAS,SUM_of_MNOZSTVO
09/11/2014,735,104226.43152
09/11/2014,750,103581.37619
09/11/2014,765,102172.13289
09/11/2014,780,100939.79683
09/11/2014,795,98948.860424
09/11/2014,810,98018.28323
09/11/2014,825,97646.987137
09/11/2014,840,97427.379981
09/11/2014,855,96052.503256
09/11/2014,870,94833.403835
09/11/2014,885,95070.166299
09/11/2014,900,95265.965905
09/11/2014,915,95935.01598
09/11/2014,930,97052.152127
09/11/2014,945,98171.40123
09/11/2014,960,98116.033563
09/11/2014,975,98576.764213
09/11/2014,990,98512.624097
09/11/2014,1005,98356.986604
09/11/2014,1020,97692.630996
09/11/2014,1035,97678.007338
09/11/2014,1050,97962.538712
09/11/2014,1065,98203.327309
09/11/2014,1080,97997.67725
09/11/2014,1095,97988.332834
09/11/2014,1110,97486.573253
09/11/2014,1125,96903.677534
09/11/2014,1140,96646.148135
09/11/2014,1155,94798.726066
09/11/2014,1170,93427.222033
09/11/2014,1185,92924.523529
09/11/2014,1200,92292.816693
09/11/2014,1215,89901.873295
09/11/2014,1230,88426.120335
09/11/2014,1245,87039.344985
09/11/2014,1260,86157.145572
09/11/2014,1275,85127.379148
09/11/2014,1290,84776.582095
09/11/2014,1305,84416.136068
09/11/2014,1320,84162.943
09/11/2014,1335,85138.894367
09/11/2014,1350,84005.687567
09/11/2014,1365,82842.752467
09/11/2014,1380,82478.760745
10/11/2014,-45,81738.749056
10/11/2014,-30,81291.069462
10/11/2014,-15,81918.820184
10/11/2014,0,82292.316774
10/11/2014,15,81998.912926
10/11/2014,30,81674.49841
10/11/2014,45,81356.715729
10/11/2014,60,80820.159682
10/11/2014,75,80502.68342
10/11/2014,90,81312.894698
10/11/2014,105,81488.108119
10/11/2014,120,81585.772332
10/11/2014,135,82047.213717
10/11/2014,150,82212.590299
10/11/2014,165,82189.92705
10/11/2014,180,82699.516136
10/11/2014,195,84613.130854
10/11/2014,210,85776.080696
10/11/2014,225,87744.058678
10/11/2014,240,89921.296944
10/11/2014,255,94801.091777
10/11/2014,270,98721.353266
10/11/2014,285,102934.07151
10/11/2014,300,109439.26636
10/11/2014,315,120345.40816
10/11/2014,330,128229.43591
10/11/2014,345,132460.57856
10/11/2014,360,136799.56149
10/11/2014,375,142039.77142
10/11/2014,390,145030.26605
10/11/2014,405,148556.6637
10/11/2014,420,152055.1124
10/11/2014,435,156270.72396
10/11/2014,450,158064.51825
10/11/2014,465,158563.56506
10/11/2014,480,161431.95787
10/11/2014,495,163218.9341
10/11/2014,510,165071.22478
10/11/2014,525,166970.35892
10/11/2014,540,166756.16871
10/11/2014,555,166458.07163
10/11/2014,570,166885.54847
10/11/2014,585,166573.77119
10/11/2014,600,165748.4036
10/11/2014,615,164127.62523
10/11/2014,630,162992.9685
10/11/2014,645,161179.80421
10/11/2014,660,159796.91536
10/11/2014,675,159375.46931
10/11/2014,690,159613.71514
10/11/2014,705,158098.45836
10/11/2014,720,157090.96414
10/11/2014,735,157051.71944
10/11/2014,750,156494.95231
10/11/2014,765,153261.17139
10/11/2014,780,150707.93185
10/11/2014,795,150426.77057
10/11/2014,810,149120.09922
10/11/2014,825,151700.33875
10/11/2014,840,152428.03477
10/11/2014,855,152525.31916
10/11/2014,870,153482.70403
10/11/2014,885,152854.56042
10/11/2014,900,151606.29435
10/11/2014,915,151811.5579
10/11/2014,930,152309.95686
10/11/2014,945,152428.3982
10/11/2014,960,152988.26756
10/11/2014,975,152516.00979
10/11/2014,990,150876.48839
10/11/2014,1005,149568.55251
10/11/2014,1020,147920.60382
10/11/2014,1035,144866.7622
10/11/2014,1050,142893.23808
10/11/2014,1065,141414.30016
10/11/2014,1080,140558.19079
10/11/2014,1095,137954.79984
10/11/2014,1110,135179.84464
10/11/2014,1125,133084.37855
10/11/2014,1140,131261.04736
10/11/2014,1155,130556.72825
10/11/2014,1170,129047.7786
10/11/2014,1185,127272.23696
10/11/2014,1200,125172.35463
10/11/2014,1215,120935.05625
10/11/2014,1230,117602.91233
10/11/2014,1245,114864.45302
10/11/2014,1260,112721.49048
10/11/2014,1275,112090.36041
10/11/2014,1290,111883.87611
10/11/2014,1305,111831.71276
10/11/2014,1320,111030.22243
10/11/2014,1335,109477.2698
10/11/2014,1350,107742.26373
10/11/2014,1365,106511.08487
10/11/2014,1380,105520.42829
11/11/2014,-45,101257.40344
11/11/2014,-30,100024.73987
11/11/2014,-15,99014.282273
11/11/2014,0,99247.683598
11/11/2014,15,99630.332276
11/11/2014,30,99186.327496
11/11/2014,45,99215.75365
11/11/2014,60,98386.033554
11/11/2014,75,97987.270479
11/11/2014,90,98144.21621
11/11/2014,105,98254.17687
11/11/2014,120,97889.81471
11/11/2014,135,98217.012561
11/11/2014,150,97550.882792
11/11/2014,165,96654.197303
11/11/2014,180,97705.40051
11/11/2014,195,100141.30795
11/11/2014,210,101436.96541
11/11/2014,225,102597.84166
11/11/2014,240,104586.01824
11/11/2014,255,108141.66996
11/11/2014,270,110259.39877
11/11/2014,285,113339.13629
11/11/2014,300,116290.57235
11/11/2014,315,123807.55971
11/11/2014,330,130728.93583
11/11/2014,345,134952.26733
11/11/2014,360,137517.02842
11/11/2014,375,142267.5783
11/11/2014,390,144298.02171
11/11/2014,405,146595.43671
11/11/2014,420,148283.96533
11/11/2014,435,151691.35423
11/11/2014,450,153014.3702
11/11/2014,465,152749.0451
11/11/2014,480,153395.97519
11/11/2014,495,154756.10871
11/11/2014,510,155585.33031
11/11/2014,525,156735.92448
11/11/2014,540,156405.00716
11/11/2014,555,156257.56678
11/11/2014,570,156005.33969
11/11/2014,585,155807.87516
11/11/2014,600,155493.2611
11/11/2014,615,155006.56257
11/11/2014,630,154397.28318
11/11/2014,645,153078.35069
11/11/2014,660,153408.06328
11/11/2014,675,154369.11008
11/11/2014,690,154218.75023
11/11/2014,705,154355.21024
11/11/2014,720,154477.31835
11/11/2014,735,154142.40389
11/11/2014,750,153056.19605
11/11/2014,765,152503.25674
11/11/2014,780,151667.89108
11/11/2014,795,150681.73806
11/11/2014,810,151432.33558
11/11/2014,825,150210.72961
11/11/2014,840,150350.92854
11/11/2014,855,149590.15686
11/11/2014,870,148957.04167
11/11/2014,885,150059.17245
11/11/2014,900,151214.1686
11/11/2014,915,150076.0883
11/11/2014,930,150552.62201
11/11/2014,945,150854.54594
11/11/2014,960,150687.17781
11/11/2014,975,149638.20614
11/11/2014,990,148119.67957
11/11/2014,1005,146945.28857
11/11/2014,1020,145246.57715
11/11/2014,1035,143105.26931
11/11/2014,1050,141928.19588
11/11/2014,1065,139989.57876
11/11/2014,1080,138130.56672
11/11/2014,1095,135749.36844
11/11/2014,1110,133241.69591
11/11/2014,1125,131816.77685
11/11/2014,1140,130162.81139
11/11/2014,1155,129164.09069
11/11/2014,1170,127257.2451
11/11/2014,1185,125925.15065
11/11/2014,1200,123610.23817
11/11/2014,1215,120164.67361
11/11/2014,1230,117034.38544
11/11/2014,1245,114865.62081
11/11/2014,1260,112064.61276
11/11/2014,1275,111641.95185
11/11/2014,1290,110882.60739
11/11/2014,1305,109522.00011
11/11/2014,1320,108119.82001
11/11/2014,1335,106686.11724
11/11/2014,1350,105349.24841
11/11/2014,1365,103990.45541
11/11/2014,1380,102669.39159
12/11/2014,-45,100977.45925
12/11/2014,-30,100485.59931
12/11/2014,-15,99204.230069
12/11/2014,0,98378.428533
12/11/2014,15,98572.324374
12/11/2014,30,97848.261994
12/11/2014,45,98499.602058
12/11/2014,60,98168.986873
12/11/2014,75,96943.440475
12/11/2014,90,97068.91925
12/11/2014,105,97606.94564
12/11/2014,120,97690.98444
12/11/2014,135,97854.154476
12/11/2014,150,97704.376208
12/11/2014,165,97051.752269
12/11/2014,180,97895.081496
12/11/2014,195,99815.85556
12/11/2014,210,100855.97882
12/11/2014,225,102644.10592
12/11/2014,240,104760.35117
12/11/2014,255,107483.51596
12/11/2014,270,109652.89968
12/11/2014,285,113070.91279
12/11/2014,300,115541.18613
12/11/2014,315,123372.70884
12/11/2014,330,129749.9813
12/11/2014,345,134939.19631
12/11/2014,360,139246.91057
12/11/2014,375,144901.68808
12/11/2014,390,147808.19467
12/11/2014,405,149657.92536
12/11/2014,420,152990.12597
12/11/2014,435,157311.46204
12/11/2014,450,161057.93911
12/11/2014,465,161949.83715
12/11/2014,480,162949.71044
12/11/2014,495,164336.47637
12/11/2014,510,164165.68551
12/11/2014,525,164751.33672
12/11/2014,540,164463.36977
12/11/2014,555,164850.8672
12/11/2014,570,163351.0987
12/11/2014,585,163053.77279
12/11/2014,600,163710.74644
12/11/2014,615,162380.47318
12/11/2014,630,162094.27124
12/11/2014,645,162023.3275
12/11/2014,660,160775.99024
12/11/2014,675,161339.36547
12/11/2014,690,161724.92068
12/11/2014,705,161110.45488
12/11/2014,720,159485.05106
12/11/2014,735,159034.04253
12/11/2014,750,158248.97031
12/11/2014,765,156317.50471
12/11/2014,780,153318.04407
12/11/2014,795,153305.70815
12/11/2014,810,153848.213
12/11/2014,825,152973.60313
12/11/2014,840,153154.5201
12/11/2014,855,152162.11139
12/11/2014,870,152117.52768
12/11/2014,885,151698.67699
12/11/2014,900,152021.99917
12/11/2014,915,152358.97208
12/11/2014,930,153938.63602
12/11/2014,945,152480.85797
12/11/2014,960,152260.31222
12/11/2014,975,151469.868
12/11/2014,990,150281.89752
12/11/2014,1005,148616.04506
12/11/2014,1020,147131.11307
12/11/2014,1035,145223.74471
12/11/2014,1050,143620.66123
12/11/2014,1065,142670.86495
12/11/2014,1080,140674.43698
12/11/2014,1095,138036.48135
12/11/2014,1110,135840.99495
12/11/2014,1125,133574.05586
12/11/2014,1140,132857.95423
12/11/2014,1155,131074.02924
12/11/2014,1170,129991.31597
12/11/2014,1185,127760.75583
12/11/2014,1200,126461.38488
12/11/2014,1215,122833.06145
12/11/2014,1230,119580.43079
12/11/2014,1245,117513.15256
12/11/2014,1260,114614.3743
12/11/2014,1275,112840.22898
12/11/2014,1290,112517.4405
12/11/2014,1305,111606.92655
12/11/2014,1320,109793.78002
12/11/2014,1335,108477.76545
12/11/2014,1350,105747.12548
12/11/2014,1365,104015.95365
12/11/2014,1380,102586.94231
13/11/2014,-45,101841.06607
13/11/2014,-30,100289.44289
13/11/2014,-15,99759.128313
13/11/2014,0,98978.797829
13/11/2014,15,98917.827647
13/11/2014,30,99083.338947
13/11/2014,45,99004.752226
13/11/2014,60,99036.164525
13/11/2014,75,97933.837781
13/11/2014,90,97184.8899
13/11/2014,105,97656.642501
13/11/2014,120,97468.146486
13/11/2014,135,97434.647998
13/11/2014,150,98068.36448
13/11/2014,165,98025.834423
13/11/2014,180,98535.287971
13/11/2014,195,101501.24675
13/11/2014,210,102561.40712
13/11/2014,225,103888.28341
13/11/2014,240,106164.04054
13/11/2014,255,108843.96341
13/11/2014,270,111079.66822
13/11/2014,285,115140.78641
13/11/2014,300,117759.08471
13/11/2014,315,125007.14063
13/11/2014,330,130853.63192
13/11/2014,345,134090.82734
13/11/2014,360,138171.53602
13/11/2014,375,143000.35377
13/11/2014,390,146669.97107
13/11/2014,405,148394.66255
13/11/2014,420,152584.77012
13/11/2014,435,155490.92618
13/11/2014,450,158295.65174
13/11/2014,465,158467.30101
13/11/2014,480,159278.15891
13/11/2014,495,161150.22261
13/11/2014,510,162517.8163
13/11/2014,525,162361.74398
13/11/2014,540,162637.03628
13/11/2014,555,162408.43156
13/11/2014,570,161540.68634
13/11/2014,585,161165.48454
13/11/2014,600,162238.8823
13/11/2014,615,159549.20779
13/11/2014,630,158506.36938
13/11/2014,645,157895.12868
13/11/2014,660,157374.55286
13/11/2014,675,158211.58185
13/11/2014,690,157841.2264
13/11/2014,705,157876.62668
13/11/2014,720,156372.14651
13/11/2014,735,156161.43382
13/11/2014,750,156580.03395
13/11/2014,765,154350.30617
13/11/2014,780,152746.16387
13/11/2014,795,151844.40713
13/11/2014,810,153358.69355
13/11/2014,825,154024.97742
13/11/2014,840,154191.30626
13/11/2014,855,153522.74567
13/11/2014,870,152963.78135
13/11/2014,885,151565.34949
13/11/2014,900,151636.47012
13/11/2014,915,151742.22464
13/11/2014,930,151753.07623
13/11/2014,945,150901.04061
13/11/2014,960,151333.11572
13/11/2014,975,150662.81205
13/11/2014,990,149689.42567
13/11/2014,1005,148439.5662
13/11/2014,1020,147098.88351
13/11/2014,1035,144130.00148
13/11/2014,1050,143451.0336
13/11/2014,1065,142102.99936
13/11/2014,1080,140081.80481
13/11/2014,1095,136825.68045
13/11/2014,1110,135084.69542
13/11/2014,1125,133746.91272
13/11/2014,1140,132089.66884
13/11/2014,1155,129998.83273
13/11/2014,1170,129209.93601
13/11/2014,1185,127987.63723
13/11/2014,1200,126530.81546
13/11/2014,1215,122827.13638
13/11/2014,1230,118555.71483
13/11/2014,1245,116157.36043
13/11/2014,1260,113846.31827
13/11/2014,1275,113566.75732
13/11/2014,1290,113078.45495
13/11/2014,1305,112396.08316
13/11/2014,1320,111092.05676
13/11/2014,1335,109301.14551
13/11/2014,1350,108429.6939
13/11/2014,1365,107350.74447
13/11/2014,1380,106050.25083
14/11/2014,-45,104553.0888
14/11/2014,-30,103129.44568
14/11/2014,-15,101276.16468
14/11/2014,0,102172.43041
14/11/2014,15,101981.97681
14/11/2014,30,102084.42938
14/11/2014,45,101876.74986
14/11/2014,60,101552.65289
14/11/2014,75,100251.96012
14/11/2014,90,100033.36334
14/11/2014,105,100087.65776
14/11/2014,120,100432.73219
14/11/2014,135,100571.22021
14/11/2014,150,99527.525143
14/11/2014,165,99470.896403
14/11/2014,180,99639.658325
14/11/2014,195,102281.39493
14/11/2014,210,103908.13711
14/11/2014,225,105514.78494
14/11/2014,240,106706.36324
14/11/2014,255,109039.83067
14/11/2014,270,111204.33819
14/11/2014,285,113906.78362
14/11/2014,300,117478.82561
14/11/2014,315,124795.59475
14/11/2014,330,130595.4391
14/11/2014,345,134442.36056
14/11/2014,360,138432.55808
14/11/2014,375,142574.57771
14/11/2014,390,145558.53479
14/11/2014,405,147554.05615
14/11/2014,420,150409.24731
14/11/2014,435,153575.15728
14/11/2014,450,156500.13278
14/11/2014,465,155990.90872
14/11/2014,480,156972.2011
14/11/2014,495,159389.66569
14/11/2014,510,159853.59586
14/11/2014,525,159688.53482
14/11/2014,540,159817.28784
14/11/2014,555,159178.5742
14/11/2014,570,157140.96759
14/11/2014,585,156778.97834
14/11/2014,600,156907.26616
14/11/2014,615,154981.32585
14/11/2014,630,153834.20875
14/11/2014,645,154170.34853
14/11/2014,660,153107.80793
14/11/2014,675,153990.59272
14/11/2014,690,154075.59792
14/11/2014,705,154029.27616
14/11/2014,720,152709.87151
14/11/2014,735,152778.59549
14/11/2014,750,151731.05382
14/11/2014,765,150006.0209
14/11/2014,780,148246.52721
14/11/2014,795,148236.2766
14/11/2014,810,148912.04604
14/11/2014,825,147791.85545
14/11/2014,840,147270.66829
14/11/2014,855,146368.22341
14/11/2014,870,145889.11808
14/11/2014,885,145496.85373
14/11/2014,900,144793.01278
14/11/2014,915,143905.67261
14/11/2014,930,144261.14105
14/11/2014,945,144682.30535
14/11/2014,960,144233.65381
14/11/2014,975,142870.80423
14/11/2014,990,142087.62554
14/11/2014,1005,140818.91945
14/11/2014,1020,139688.01679
14/11/2014,1035,137868.10509
14/11/2014,1050,136662.42089
14/11/2014,1065,136206.27498
14/11/2014,1080,135206.27236
14/11/2014,1095,133382.08244
14/11/2014,1110,131569.24711
14/11/2014,1125,129673.49928
14/11/2014,1140,127062.15744
14/11/2014,1155,125592.47143
14/11/2014,1170,124186.45806
14/11/2014,1185,122261.76882
14/11/2014,1200,121172.63874
14/11/2014,1215,119036.48783
14/11/2014,1230,117624.00043
14/11/2014,1245,115611.10995
14/11/2014,1260,113460.85421
14/11/2014,1275,112457.27149
14/11/2014,1290,111945.38218
14/11/2014,1305,111393.43125
14/11/2014,1320,110776.1746
14/11/2014,1335,108741.28296
14/11/2014,1350,107028.81975
14/11/2014,1365,106150.93789
14/11/2014,1380,103965.44176
15/11/2014,-45,99721.985769
15/11/2014,-30,98317.218028
15/11/2014,-15,97164.921636
15/11/2014,0,97873.953897
15/11/2014,15,97877.193399
15/11/2014,30,97242.646279
15/11/2014,45,97232.903839
15/11/2014,60,97448.686015
15/11/2014,75,96430.207616
15/11/2014,90,96040.511525
15/11/2014,105,96125.684223
15/11/2014,120,95749.860082
15/11/2014,135,95670.055998
15/11/2014,150,95264.346356
15/11/2014,165,94087.072695
15/11/2014,180,94299.527807
15/11/2014,195,96652.936174
15/11/2014,210,98043.822819
15/11/2014,225,98923.743891
15/11/2014,240,99494.276488
15/11/2014,255,100098.47008
15/11/2014,270,100079.21878
15/11/2014,285,100541.46432
15/11/2014,300,100632.28745
15/11/2014,315,101647.83096
15/11/2014,330,102627.4368
15/11/2014,345,103740.45856
15/11/2014,360,104418.66779
15/11/2014,375,104937.38412
15/11/2014,390,104654.5366
15/11/2014,405,104191.53106
15/11/2014,420,104668.01147
15/11/2014,435,106064.13336
15/11/2014,450,107203.58546
15/11/2014,465,106252.12119
15/11/2014,480,108124.26977
15/11/2014,495,109459.50688
15/11/2014,510,109848.9846
15/11/2014,525,109146.27566
15/11/2014,540,109638.60858
15/11/2014,555,110565.63935
15/11/2014,570,110393.17295
15/11/2014,585,110413.99725
15/11/2014,600,110883.48123
15/11/2014,615,110460.71561
15/11/2014,630,110701.66469
15/11/2014,645,109371.41057
15/11/2014,660,109015.61403
15/11/2014,675,110073.90569
15/11/2014,690,109693.5927
15/11/2014,705,109995.48742
15/11/2014,720,109594.39254
15/11/2014,735,109502.96334
15/11/2014,750,108949.22678
15/11/2014,765,108660.72547
15/11/2014,780,107976.81009
15/11/2014,795,108292.56017
15/11/2014,810,108303.44471
15/11/2014,825,108171.11163
15/11/2014,840,108758.9859
15/11/2014,855,108498.00564
15/11/2014,870,108726.16872
15/11/2014,885,108982.84919
15/11/2014,900,109682.81253
15/11/2014,915,109990.72741
15/11/2014,930,109219.85949
15/11/2014,945,109142.16141
15/11/2014,960,109554.21633
15/11/2014,975,109719.48924
15/11/2014,990,110009.76841
15/11/2014,1005,110085.51049
15/11/2014,1020,109130.86318
15/11/2014,1035,108298.31796
15/11/2014,1050,107616.14963
15/11/2014,1065,107831.95854
15/11/2014,1080,107802.74713
15/11/2014,1095,107958.10409
15/11/2014,1110,107335.37342
15/11/2014,1125,106212.62238
15/11/2014,1140,105859.79807
15/11/2014,1155,103563.74429
15/11/2014,1170,102610.46389
15/11/2014,1185,101722.95378
15/11/2014,1200,101682.93118
15/11/2014,1215,100105.24625
15/11/2014,1230,98048.057735
15/11/2014,1245,96789.566442
15/11/2014,1260,96063.062801
15/11/2014,1275,95948.851526
15/11/2014,1290,95807.133041
15/11/2014,1305,94285.670333
15/11/2014,1320,93587.652326
15/11/2014,1335,92829.002287
15/11/2014,1350,91959.712304
15/11/2014,1365,91110.588155
15/11/2014,1380,89779.108858
16/11/2014,-45,87078.080574
16/11/2014,-30,86310.506878
16/11/2014,-15,86206.439264
16/11/2014,0,85897.887955
16/11/2014,15,85968.469341
16/11/2014,30,85978.113599
16/11/2014,45,85564.12019
16/11/2014,60,85590.48392
16/11/2014,75,85119.352786
16/11/2014,90,84645.557882
16/11/2014,105,84888.008243
16/11/2014,120,84721.608135
16/11/2014,135,83959.765007
16/11/2014,150,83618.07916
16/11/2014,165,83243.009938
16/11/2014,180,83448.264361
16/11/2014,195,84890.14336
16/11/2014,210,86220.786826
16/11/2014,225,86720.464828
16/11/2014,240,87397.212152
16/11/2014,255,88140.731472
16/11/2014,270,89068.377495
16/11/2014,285,89251.686045
16/11/2014,300,89959.495678
16/11/2014,315,91841.084578
16/11/2014,330,93297.286862
16/11/2014,345,94334.360535
16/11/2014,360,94866.723098
16/11/2014,375,96184.19089
16/11/2014,390,95806.790718
16/11/2014,405,95544.541791
16/11/2014,420,96231.096596
16/11/2014,435,97806.801726
16/11/2014,450,98695.029366
16/11/2014,465,98389.273714
16/11/2014,480,99784.923552
16/11/2014,495,101320.29959
16/11/2014,510,101629.69032
16/11/2014,525,102076.07636
16/11/2014,540,103832.88753
16/11/2014,555,105184.26343
16/11/2014,570,105649.20254
16/11/2014,585,105484.7878
16/11/2014,600,104887.69071
16/11/2014,615,105085.03544
16/11/2014,630,105734.95255
16/11/2014,645,104551.37875
16/11/2014,660,105055.14924
16/11/2014,675,105816.84251
16/11/2014,690,105864.03888
16/11/2014,705,106653.84449
16/11/2014,720,105737.57949
16/11/2014,735,106040.92165
16/11/2014,750,105423.36705
16/11/2014,765,104678.5962
16/11/2014,780,103511.78992
16/11/2014,795,101959.81601
16/11/2014,810,100505.26993
16/11/2014,825,100147.62109
16/11/2014,840,99258.283538
16/11/2014,855,98328.81869
16/11/2014,870,98377.552023
16/11/2014,885,98998.946152
16/11/2014,900,98798.863659
16/11/2014,915,99692.303244
16/11/2014,930,100137.8675
16/11/2014,945,99967.759197
16/11/2014,960,99789.517959
16/11/2014,975,98913.772731
16/11/2014,990,97621.82334
16/11/2014,1005,97539.131045
16/11/2014,1020,97562.152881
16/11/2014,1035,97351.178656
16/11/2014,1050,97420.489137
16/11/2014,1065,96614.285456
16/11/2014,1080,96281.455345
16/11/2014,1095,95455.316146
16/11/2014,1110,94601.219481
16/11/2014,1125,94066.670585
16/11/2014,1140,93538.833427
16/11/2014,1155,92563.77491
16/11/2014,1170,91154.415586
16/11/2014,1185,90240.957772
16/11/2014,1200,89654.883399
16/11/2014,1215,87507.916317
16/11/2014,1230,84770.67503
16/11/2014,1245,84128.199736
16/11/2014,1260,83380.791802
16/11/2014,1275,82304.305413
16/11/2014,1290,81533.12296
16/11/2014,1305,80568.554371
16/11/2014,1320,80358.533579
16/11/2014,1335,79166.565843
16/11/2014,1350,77937.522769
16/11/2014,1365,76877.29331
16/11/2014,1380,75854.502605
17/11/2014,-45,74054.102632
17/11/2014,-30,73416.407699
17/11/2014,-15,73194.158675
17/11/2014,0,72430.723365
17/11/2014,15,72215.261402
17/11/2014,30,71587.673575
17/11/2014,45,70695.443873
17/11/2014,60,70632.612867
17/11/2014,75,70525.186799
17/11/2014,90,70501.580096
17/11/2014,105,70760.096707
17/11/2014,120,70473.515672
17/11/2014,135,70668.808458
17/11/2014,150,70483.401224
17/11/2014,165,70689.77498
17/11/2014,180,71513.051375
17/11/2014,195,72926.36149
17/11/2014,210,73654.260202
17/11/2014,225,75287.811223
17/11/2014,240,76080.152534
17/11/2014,255,77656.59662
17/11/2014,270,78464.402186
17/11/2014,285,79904.266232
17/11/2014,300,81599.63764
17/11/2014,315,85463.21687
17/11/2014,330,86864.22657
17/11/2014,345,88136.491417
17/11/2014,360,87887.269242
17/11/2014,375,89159.43494
17/11/2014,390,90066.420267
17/11/2014,405,90863.848557
17/11/2014,420,91206.435106
17/11/2014,435,93204.541732
17/11/2014,450,94354.147535
17/11/2014,465,94734.527482
17/11/2014,480,94892.151178
17/11/2014,495,96010.628765
17/11/2014,510,96209.280302
17/11/2014,525,96954.507358
17/11/2014,540,97676.334074
17/11/2014,555,97675.239157
17/11/2014,570,97856.131474
17/11/2014,585,98564.483157
17/11/2014,600,98857.718044
17/11/2014,615,98085.15165
17/11/2014,630,98155.868637
17/11/2014,645,98842.967957
17/11/2014,660,98952.560195
17/11/2014,675,98965.790289
17/11/2014,690,99571.818071
17/11/2014,705,99153.246645
17/11/2014,720,98874.722251
17/11/2014,735,98488.07369
17/11/2014,750,98918.56293
17/11/2014,765,98916.352256
17/11/2014,780,98651.548221
17/11/2014,795,98638.554136
17/11/2014,810,99882.45774
17/11/2014,825,98600.481101
17/11/2014,840,98189.772101
17/11/2014,855,98494.133232
17/11/2014,870,99155.940284
17/11/2014,885,98409.393661
17/11/2014,900,98815.638648
17/11/2014,915,101097.01121
17/11/2014,930,101742.84288
17/11/2014,945,101936.9796
17/11/2014,960,101859.47179
17/11/2014,975,101084.34006
17/11/2014,990,101014.20554
17/11/2014,1005,100789.29974
17/11/2014,1020,100802.11407
17/11/2014,1035,100436.09568
17/11/2014,1050,100322.47675
17/11/2014,1065,100478.66327
17/11/2014,1080,99786.309623
17/11/2014,1095,99411.015092
17/11/2014,1110,98903.810155
17/11/2014,1125,98444.854895
17/11/2014,1140,97265.738755
17/11/2014,1155,96151.727737
17/11/2014,1170,95349.621988
17/11/2014,1185,95081.311311
17/11/2014,1200,93801.999165
17/11/2014,1215,91363.087929
17/11/2014,1230,89016.831709
17/11/2014,1245,88045.81648
17/11/2014,1260,87796.746251
17/11/2014,1275,87177.982052
17/11/2014,1290,85782.077524
17/11/2014,1305,85049.504939
17/11/2014,1320,85204.347222
17/11/2014,1335,83857.292727
17/11/2014,1350,83005.765233
17/11/2014,1365,81754.424755
17/11/2014,1380,82023.724536
18/11/2014,-45,81275.374248
18/11/2014,-30,81012.935159
18/11/2014,-15,80811.382234
18/11/2014,0,81176.585331
18/11/2014,15,80783.986989
18/11/2014,30,80632.235875
18/11/2014,45,82580.3907
18/11/2014,60,82528.604618
18/11/2014,75,82150.464664
18/11/2014,90,81711.021364
18/11/2014,105,82217.133176
18/11/2014,120,82645.415855
18/11/2014,135,83534.75761
18/11/2014,150,83317.728554
18/11/2014,165,84115.102145
18/11/2014,180,85514.368615
18/11/2014,195,87758.518883
18/11/2014,210,89133.07769
18/11/2014,225,91475.477793
18/11/2014,240,93636.784595
18/11/2014,255,96947.012619
18/11/2014,270,99420.908298
18/11/2014,285,104064.47343
18/11/2014,300,110661.95185
18/11/2014,315,120472.94468
18/11/2014,330,128125.28499
18/11/2014,345,133705.25317
18/11/2014,360,137432.41631
18/11/2014,375,143530.94867
18/11/2014,390,148245.42205
18/11/2014,405,152905.58847
18/11/2014,420,157012.42166
18/11/2014,435,161121.16385
18/11/2014,450,164558.23179
18/11/2014,465,166134.58292
18/11/2014,480,168634.41129
18/11/2014,495,171751.46831
18/11/2014,510,172575.04605
18/11/2014,525,173213.0877
18/11/2014,540,172794.71021
18/11/2014,555,173343.02318
18/11/2014,570,172827.9941
18/11/2014,585,171390.27067
18/11/2014,600,170219.27916
18/11/2014,615,169125.5978
18/11/2014,630,166980.93188
18/11/2014,645,165038.61651
18/11/2014,660,164526.76859
18/11/2014,675,164597.79203
18/11/2014,690,165213.604
18/11/2014,705,164636.1617
18/11/2014,720,164938.7725
18/11/2014,735,165330.9433
18/11/2014,750,164763.55677
18/11/2014,765,163723.97461
18/11/2014,780,162739.60323
18/11/2014,795,163379.71933
18/11/2014,810,164381.05375
18/11/2014,825,164250.17068
18/11/2014,840,162723.2408
18/11/2014,855,161490.64513
18/11/2014,870,161104.79013
18/11/2014,885,158574.33575
18/11/2014,900,158035.77592
18/11/2014,915,155898.80149
18/11/2014,930,154510.64567
18/11/2014,945,153060.12732
18/11/2014,960,152384.82843
18/11/2014,975,151174.66675
18/11/2014,990,150562.31302
18/11/2014,1005,149029.66081
18/11/2014,1020,147409.67018
18/11/2014,1035,144863.65484
18/11/2014,1050,142873.39128
18/11/2014,1065,141644.41702
18/11/2014,1080,140427.05836
18/11/2014,1095,138132.07307
18/11/2014,1110,135535.03563
18/11/2014,1125,133220.21087
18/11/2014,1140,131969.45571
18/11/2014,1155,130460.43022
18/11/2014,1170,129284.81928
18/11/2014,1185,127862.73001
18/11/2014,1200,126575.36821
18/11/2014,1215,123227.89244
18/11/2014,1230,119912.58335
18/11/2014,1245,117858.77118
18/11/2014,1260,115313.82716
18/11/2014,1275,114155.04543
18/11/2014,1290,113260.35445
18/11/2014,1305,112622.34333
18/11/2014,1320,111883.47791
18/11/2014,1335,110479.19585
18/11/2014,1350,108631.63482
18/11/2014,1365,107793.76817
18/11/2014,1380,106318.22751
19/11/2014,-45,104907.7655
19/11/2014,-30,103947.88313
19/11/2014,-15,102876.1833
19/11/2014,0,102283.98332
