,electrometer,postcode,location,rows,f
686,557,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/557.csv
687,558,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/558.csv
688,559,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/559.csv
689,56,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/56.csv
690,560,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/560.csv
691,561,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/561.csv
692,562,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/562.csv
693,563,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/563.csv
694,564,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/564.csv
695,565,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/565.csv
696,566,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/566.csv
697,567,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/567.csv
698,569,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/569.csv
699,57,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/57.csv
700,570,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/570.csv
701,571,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/571.csv
702,572,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/572.csv
703,573,,,69985,data/ceskedata/CZ_data_1/573.csv
704,574,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/574.csv
705,575,639 00,Brno - Spielberk,69985,data/ceskedata/CZ_data_1/575.csv
706,58,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/58.csv
707,59,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/59.csv
708,6,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/6.csv
709,60,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/60.csv
710,61,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/61.csv
711,62,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/62.csv
712,63,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/63.csv
713,64,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/64.csv
714,65,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/65.csv
715,66,301 00,Plzeò, Borská pole,69985,data/ceskedata/CZ_data_1/66.csv
716,7,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/7.csv
717,8,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/8.csv
718,9,586 02,Jihlava - Antonínùv dùl,69985,data/ceskedata/CZ_data_1/9.csv
719,903,628 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/903.csv
720,904,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/904.csv
721,905,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/905.csv
722,906,629 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/906.csv
723,907,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/907.csv
724,908,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/908.csv
725,909,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/909.csv
726,910,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/910.csv
727,911,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/911.csv
728,912,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/912.csv
729,913,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/913.csv
730,914,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/914.csv
731,915,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/915.csv
732,916,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/916.csv
733,917,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/917.csv
734,918,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/918.csv
735,919,627 00,Brno - Èernovické terasy,69985,data/ceskedata/CZ_data_1/919.csv
736,97,366 02,Bor u Tachova, Nová Hospoda,69985,data/ceskedata/CZ_data_1/97.csv
737,99,,,69985,data/ceskedata/CZ_data_1/99.csv
